claim_id,policy_id,claim_date,claim_amount,claim_type,description
F-2837,PF-903,2025-05-24,46000,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2838,PF-904,2025-05-25,46950,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2839,PF-905,2025-05-26,47900,auto,Major collision payout request; staged accident suspected per witness statements.
F-2840,PF-906,2025-05-27,48850,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2841,PF-907,2025-05-28,49800,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2842,PF-908,2025-05-29,50750,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2843,PF-909,2025-05-30,51700,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2844,PF-910,2025-05-01,52650,health,Major collision payout request; staged accident suspected per witness statements.
F-2845,PF-911,2025-05-02,53600,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2846,PF-912,2025-05-03,27000,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2847,PF-913,2025-05-04,27950,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2848,PF-914,2025-05-05,28900,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2849,PF-915,2025-05-06,29850,travel,Major collision payout request; staged accident suspected per witness statements.
F-2850,PF-916,2025-05-07,30800,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2851,PF-917,2025-05-08,31750,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2852,PF-918,2025-05-09,32700,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2853,PF-919,2025-05-10,33650,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2854,PF-920,2025-05-11,34600,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2855,PF-921,2025-05-12,35550,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2856,PF-922,2025-05-13,36500,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2857,PF-923,2025-05-14,37450,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2858,PF-924,2025-05-15,38400,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2859,PF-925,2025-05-16,39350,auto,Major collision payout request; staged accident suspected per witness statements.
F-2860,PF-925,2025-05-16,44350,auto,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2861,PF-926,2025-05-17,40300,health,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2862,PF-927,2025-05-18,41250,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2863,PF-928,2025-05-19,42200,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2864,PF-929,2025-05-20,43150,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2865,PF-930,2025-05-21,44100,health,Major collision payout request; staged accident suspected per witness statements.
F-2866,PF-931,2025-05-22,45050,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2867,PF-932,2025-05-23,46000,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2868,PF-933,2025-05-24,46950,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2869,PF-934,2025-05-25,47900,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2870,PF-935,2025-05-26,48850,travel,Major collision payout request; staged accident suspected per witness statements.
F-2871,PF-936,2025-05-27,49800,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2872,PF-937,2025-05-28,50750,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2873,PF-938,2025-05-29,51700,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2874,PF-939,2025-05-30,52650,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2875,PF-940,2025-05-01,53600,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2876,PF-941,2025-05-02,27000,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2877,PF-942,2025-05-03,27950,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2878,PF-943,2025-05-04,28900,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2879,PF-944,2025-05-05,29850,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2880,PF-945,2025-05-06,30800,auto,Major collision payout request; staged accident suspected per witness statements.
F-2881,PF-946,2025-05-07,31750,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2882,PF-947,2025-05-08,32700,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2883,PF-948,2025-05-09,33650,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2884,PF-949,2025-05-10,34600,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2885,PF-950,2025-05-11,35550,health,Major collision payout request; staged accident suspected per witness statements.
F-2886,PF-950,2025-05-11,41300,health,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2887,PF-951,2025-05-12,36500,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2888,PF-952,2025-05-13,37450,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2889,PF-953,2025-05-14,38400,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2890,PF-954,2025-05-15,39350,health,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2891,PF-955,2025-05-16,40300,travel,Major collision payout request; staged accident suspected per witness statements.
F-2892,PF-956,2025-05-17,41250,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2893,PF-957,2025-05-18,42200,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2894,PF-958,2025-05-19,43150,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2895,PF-959,2025-05-20,44100,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2896,PF-960,2025-05-21,45050,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2897,PF-961,2025-05-22,46000,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2898,PF-962,2025-05-23,46950,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2899,PF-963,2025-05-24,47900,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2900,PF-964,2025-05-25,48850,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2901,PF-965,2025-05-26,49800,auto,Major collision payout request; staged accident suspected per witness statements.
F-2902,PF-966,2025-05-27,50750,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2903,PF-967,2025-05-28,51700,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2904,PF-968,2025-05-29,52650,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2905,PF-969,2025-05-30,53600,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2906,PF-970,2025-05-01,27000,health,Major collision payout request; staged accident suspected per witness statements.
F-2907,PF-971,2025-05-02,27950,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2908,PF-972,2025-05-03,28900,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2909,PF-973,2025-05-04,29850,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2910,PF-974,2025-05-05,30800,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2911,PF-975,2025-05-06,31750,travel,Major collision payout request; staged accident suspected per witness statements.
F-2912,PF-975,2025-05-06,38250,travel,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2913,PF-976,2025-05-07,32700,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2914,PF-977,2025-05-08,33650,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2915,PF-978,2025-05-09,34600,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2916,PF-979,2025-05-10,35550,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2917,PF-980,2025-05-11,36500,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2918,PF-981,2025-05-12,37450,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2919,PF-982,2025-05-13,38400,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2920,PF-983,2025-05-14,39350,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2921,PF-984,2025-05-15,40300,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2922,PF-985,2025-05-16,41250,auto,Major collision payout request; staged accident suspected per witness statements.
F-2923,PF-986,2025-05-17,42200,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2924,PF-987,2025-05-18,43150,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2925,PF-988,2025-05-19,44100,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2926,PF-989,2025-05-20,45050,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2927,PF-990,2025-05-21,46000,health,Major collision payout request; staged accident suspected per witness statements.
F-2928,PF-991,2025-05-22,46950,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2929,PF-992,2025-05-23,47900,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2930,PF-993,2025-05-24,48850,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2931,PF-994,2025-05-25,49800,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2932,PF-995,2025-05-26,50750,travel,Major collision payout request; staged accident suspected per witness statements.
F-2933,PF-996,2025-05-27,51700,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2934,PF-997,2025-05-28,52650,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2935,PF-998,2025-05-29,53600,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2936,PF-999,2025-05-30,27000,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2937,PF-1000,2025-03-01,27950,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2938,PF-1000,2025-03-01,32950,property,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2939,PF-1001,2025-03-02,28900,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2940,PF-1002,2025-03-03,29850,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2941,PF-1003,2025-03-04,30800,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2942,PF-1004,2025-03-05,31750,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2943,PF-1005,2025-03-06,32700,auto,Major collision payout request; staged accident suspected per witness statements.
F-2944,PF-1006,2025-03-07,33650,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2945,PF-1007,2025-03-08,34600,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2946,PF-1008,2025-03-09,35550,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2947,PF-1009,2025-03-10,36500,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2948,PF-1010,2025-03-11,37450,health,Major collision payout request; staged accident suspected per witness statements.
F-2949,PF-1011,2025-03-12,38400,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2950,PF-1012,2025-03-13,39350,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2951,PF-1013,2025-03-14,40300,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2952,PF-1014,2025-03-15,41250,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2953,PF-1015,2025-03-16,42200,travel,Major collision payout request; staged accident suspected per witness statements.
F-2954,PF-1016,2025-03-17,43150,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2955,PF-1017,2025-03-18,44100,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2956,PF-1018,2025-03-19,45050,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2957,PF-1019,2025-03-20,46000,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2958,PF-1020,2025-03-21,46950,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2959,PF-1021,2025-03-22,47900,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2960,PF-1022,2025-03-23,48850,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2961,PF-1023,2025-03-24,49800,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2962,PF-1024,2025-03-25,50750,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2963,PF-1025,2025-03-26,51700,auto,Major collision payout request; staged accident suspected per witness statements.
F-2964,PF-1025,2025-03-26,57450,auto,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2965,PF-1026,2025-03-27,52650,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2966,PF-1027,2025-03-28,53600,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2967,PF-1028,2025-03-29,27000,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2968,PF-1029,2025-03-30,27950,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2969,PF-1030,2025-03-01,28900,health,Major collision payout request; staged accident suspected per witness statements.
F-2970,PF-1031,2025-03-02,29850,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2971,PF-1032,2025-03-03,30800,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2972,PF-1033,2025-03-04,31750,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2973,PF-1034,2025-03-05,32700,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2974,PF-1035,2025-03-06,33650,travel,Major collision payout request; staged accident suspected per witness statements.
F-2975,PF-1036,2025-03-07,34600,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2976,PF-1037,2025-03-08,35550,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2977,PF-1038,2025-03-09,36500,health,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2978,PF-1039,2025-03-10,37450,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2979,PF-1040,2025-03-11,38400,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2980,PF-1041,2025-03-12,39350,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2981,PF-1042,2025-03-13,40300,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2982,PF-1043,2025-03-14,41250,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2983,PF-1044,2025-03-15,42200,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2984,PF-1045,2025-03-16,43150,auto,Major collision payout request; staged accident suspected per witness statements.
F-2985,PF-1046,2025-03-17,44100,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2986,PF-1047,2025-03-18,45050,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2987,PF-1048,2025-03-19,46000,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2988,PF-1049,2025-03-20,46950,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2989,PF-1050,2025-03-21,47900,health,Major collision payout request; staged accident suspected per witness statements.
F-2990,PF-1050,2025-03-21,54400,health,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2991,PF-1051,2025-03-22,48850,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2992,PF-1052,2025-03-23,49800,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2993,PF-1053,2025-03-24,50750,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2994,PF-1054,2025-03-25,51700,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2995,PF-1055,2025-03-26,52650,travel,Major collision payout request; staged accident suspected per witness statements.
F-2996,PF-1056,2025-03-27,53600,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2997,PF-1057,2025-03-28,27000,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2998,PF-1058,2025-03-29,27950,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2999,PF-1059,2025-03-30,28900,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-3000,PF-1060,2025-03-01,29850,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
